      Lon      Lat    Year    VegC LitterC   SoilC     Total
  -121.15    38.73    1950   1.912   0.985   3.650     6.548
  -121.15    38.73    1951   1.463   1.340   3.644     6.446
  -121.15    38.73    1952   1.424   1.441   3.637     6.501
  -121.15    38.73    1953   1.543   1.414   3.625     6.583
  -121.15    38.73    1954   1.658   1.412   3.623     6.693
  -121.15    38.73    1955   1.749   1.408   3.630     6.788
  -121.15    38.73    1956   1.816   1.368   3.639     6.822
  -121.15    38.73    1957   1.533   1.669   3.646     6.848
  -121.15    38.73    1958   1.515   1.570   3.660     6.745
  -121.15    38.73    1959   1.600   1.495   3.660     6.755
  -121.15    38.73    1960   1.633   1.512   3.659     6.804
  -121.15    38.73    1961   1.287   1.769   3.674     6.731
  -121.15    38.73    1962   1.376   1.660   3.686     6.722
  -121.15    38.73    1963   1.556   1.574   3.689     6.818
  -121.15    38.73    1964   1.476   1.602   3.693     6.771
  -121.15    38.73    1965   1.468   1.513   3.715     6.696
  -121.15    38.73    1966   1.526   1.433   3.719     6.679
  -121.15    38.73    1967   1.584   1.416   3.720     6.719
  -121.15    38.73    1968   1.611   1.389   3.726     6.726
  -121.15    38.73    1969   1.660   1.353   3.729     6.742
  -121.15    38.73    1970   1.719   1.327   3.735     6.781
  -121.15    38.73    1971   1.715   1.293   3.736     6.743
  -121.15    38.73    1972   1.639   1.248   3.736     6.623
  -121.15    38.73    1973   1.697   1.195   3.734     6.627
  -121.15    38.73    1974   1.721   1.187   3.730     6.637
  -121.15    38.73    1975   1.789   1.166   3.726     6.682
  -121.15    38.73    1976   1.827   1.140   3.724     6.691
  -121.15    38.73    1977   1.350   1.641   3.720     6.711
  -121.15    38.73    1978   1.410   1.552   3.727     6.690
  -121.15    38.73    1979   1.547   1.485   3.726     6.758
  -121.15    38.73    1980   1.584   1.501   3.724     6.809
  -121.15    38.73    1981   1.680   1.445   3.738     6.862
  -121.15    38.73    1982   1.594   1.421   3.743     6.758
  -121.15    38.73    1983   1.620   1.377   3.750     6.747
  -121.15    38.73    1984   1.698   1.332   3.750     6.780
  -121.15    38.73    1985   1.730   1.358   3.745     6.833
  -121.15    38.73    1986   1.669   1.324   3.745     6.737
  -121.15    38.73    1987   1.644   1.316   3.748     6.709
  -121.15    38.73    1988   1.687   1.291   3.749     6.727
  -121.15    38.73    1989   1.850   1.252   3.745     6.847
  -121.15    38.73    1990   1.868   1.223   3.746     6.837
  -121.15    38.73    1991   1.900   1.203   3.743     6.845
  -121.15    38.73    1992   1.989   1.174   3.740     6.903
  -121.15    38.73    1993   2.002   1.154   3.740     6.896
  -121.15    38.73    1994   1.974   1.182   3.738     6.894
  -121.15    38.73    1995   2.051   1.146   3.730     6.927
  -121.15    38.73    1996   2.146   1.159   3.730     7.036
  -121.15    38.73    1997   2.158   1.122   3.725     7.005
  -121.15    38.73    1998   1.903   1.385   3.719     7.007
  -121.15    38.73    1999   1.906   1.286   3.730     6.921
  -121.15    38.73    2000   2.007   1.225   3.723     6.955
  -121.15    38.73    2001   1.954   1.287   3.718     6.959
  -121.15    38.73    2002   1.898   1.250   3.726     6.874
  -121.15    38.73    2003   1.785   1.277   3.730     6.792
  -121.15    38.73    2004   1.833   1.253   3.729     6.815
  -121.15    38.73    2005   1.863   1.220   3.721     6.804
  -121.15    38.73    2006   1.445   1.687   3.720     6.852
  -121.15    38.73    2007   0.703   2.220   3.729     6.651
  -121.15    38.73    2008   0.931   2.047   3.737     6.715
  -121.15    38.73    2009   1.036   2.049   3.733     6.818
  -121.15    38.73    2010   1.202   1.934   3.753     6.889
  -121.15    38.73    2011   1.347   1.864   3.766     6.978
  -121.15    38.73    2012   1.432   1.785   3.777     6.994
  -121.15    38.73    2013   1.478   1.705   3.783     6.965
  -121.15    38.73    2014   1.469   1.398   3.781     6.647
  -121.15    38.73    2015   1.551   1.383   3.782     6.715
  -121.15    38.73    2016   1.538   1.327   3.778     6.643
  -121.15    38.73    2017   1.589   1.268   3.774     6.630
  -121.15    38.73    2018   1.701   1.281   3.765     6.747
  -121.15    38.73    2019   1.675   1.222   3.761     6.658
  -121.15    38.73    2020   1.575   1.195   3.753     6.522
  -121.15    38.73    2021   1.710   1.137   3.742     6.589
  -121.15    38.73    2022   1.585   1.121   3.735     6.441
  -121.15    38.73    2023   1.603   1.120   3.726     6.448
  -121.15    38.73    2024   1.742   1.107   3.713     6.562
  -121.15    38.73    2025   1.805   1.069   3.699     6.573
  -121.15    38.73    2026   1.476   1.309   3.690     6.474
  -121.15    38.73    2027   1.544   1.190   3.689     6.423
  -121.15    38.73    2028   1.634   1.091   3.677     6.402
  -121.15    38.73    2029   1.416   1.358   3.664     6.438
  -121.15    38.73    2030   1.558   1.249   3.674     6.481
  -121.15    38.73    2031   1.756   1.194   3.665     6.615
  -121.15    38.73    2032   1.702   1.214   3.660     6.576
  -121.15    38.73    2033   1.845   1.146   3.672     6.663
  -121.15    38.73    2034   1.924   1.116   3.669     6.709
  -121.15    38.73    2035   2.038   1.075   3.667     6.780
  -121.15    38.73    2036   2.165   1.093   3.666     6.923
  -121.15    38.73    2037   1.663   1.534   3.665     6.862
  -121.15    38.73    2038   1.658   1.411   3.676     6.745
  -121.15    38.73    2039   1.748   1.288   3.674     6.710
  -121.15    38.73    2040   1.853   1.278   3.669     6.800
  -121.15    38.73    2041   1.988   1.237   3.673     6.898
  -121.15    38.73    2042   2.020   1.242   3.675     6.937
  -121.15    38.73    2043   0.176   2.745   3.683     6.605
  -121.15    38.73    2044   0.258   2.452   3.707     6.417
  -121.15    38.73    2045   0.595   2.258   3.703     6.556
  -121.15    38.73    2046   0.580   2.339   3.707     6.625
  -121.15    38.73    2047   0.662   2.146   3.755     6.562
  -121.15    38.73    2048   0.782   2.045   3.773     6.600
  -121.15    38.73    2049   0.978   2.062   3.787     6.826
  -121.15    38.73    2050   1.125   2.008   3.810     6.943
  -121.15    38.73    2051   1.165   1.959   3.831     6.955
  -121.15    38.73    2052   1.057   1.865   3.850     6.772
  -121.15    38.73    2053   0.857   1.876   3.861     6.594
  -121.15    38.73    2054   0.883   1.677   3.876     6.437
  -121.15    38.73    2055   0.906   1.703   3.860     6.470
  -121.15    38.73    2056   0.914   1.607   3.859     6.379
  -121.15    38.73    2057   1.167   1.453   3.850     6.470
  -121.15    38.73    2058   1.196   1.440   3.834     6.470
  -121.15    38.73    2059   1.314   1.345   3.838     6.498
  -121.15    38.73    2060   1.333   1.289   3.835     6.456
  -121.15    38.73    2061   1.252   1.343   3.830     6.426
  -121.15    38.73    2062   1.280   1.259   3.820     6.359
  -121.15    38.73    2063   1.251   1.206   3.815     6.272
  -121.15    38.73    2064   1.336   1.137   3.794     6.267
  -121.15    38.73    2065   1.597   1.081   3.773     6.452
  -121.15    38.73    2066   1.592   1.124   3.755     6.471
  -121.15    38.73    2067   1.513   1.078   3.742     6.332
  -121.15    38.73    2068   1.527   1.005   3.732     6.264
  -121.15    38.73    2069   1.507   0.956   3.716     6.180
  -121.15    38.73    2070   1.489   0.951   3.700     6.141
  -121.15    38.73    2071   1.758   0.888   3.678     6.324
  -121.15    38.73    2072   1.723   0.896   3.657     6.276
  -121.15    38.73    2073   1.917   0.847   3.638     6.403
  -121.15    38.73    2074   2.013   0.828   3.627     6.469
  -121.15    38.73    2075   1.945   0.852   3.619     6.417
  -121.15    38.73    2076   1.986   0.812   3.612     6.409
  -121.15    38.73    2077   2.112   0.779   3.597     6.489
  -121.15    38.73    2078   2.134   0.770   3.586     6.490
  -121.15    38.73    2079   1.795   1.110   3.575     6.480
  -121.15    38.73    2080   1.845   1.013   3.573     6.430
  -121.15    38.73    2081   1.943   0.924   3.567     6.435
  -121.15    38.73    2082   1.978   0.945   3.553     6.475
  -121.15    38.73    2083   2.091   0.938   3.551     6.580
  -121.15    38.73    2084   2.136   0.918   3.544     6.599
  -121.15    38.73    2085   1.781   1.372   3.531     6.684
  -121.15    38.73    2086   1.775   1.234   3.546     6.555
  -121.15    38.73    2087   1.950   1.221   3.544     6.715
